Term Alabama	1597-NI	1597-NI.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	0	0		Life Insurance Buyer's Guide
Term Arkansas	6230	6230.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	55	55		Companion Case Transmittal
Term Arkansas	6237	6237%206-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	56	56		List Billing Transmittal
Term Arkansas	6241	6241.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	57	57		Questionnaire: Foreign Residence and Travel
Term Arkansas	6404-AR	6404-AR.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	58	58		HIV Testing Informed Consent
Term Arkansas	6404-NIH	6404-NIH%207-08.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	59	59		HIV Infection and AIDS: An Overview
Term Arkansas	6415	6415%20Rev.%20614.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	60	60		USA PATRIOT Act Compliance Form Per federal regulations, complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.
Term Arkansas	6420-AR	6420-AR.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	61	61		Life Insurance Application For use in AR Effective 5/13
Term Arkansas	6437	6437%2010-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	62	62		Trustee Certification
Term Arkansas	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	63	63		Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.
Term Arkansas	6484-AR	6484-AR%20Rev%204-11.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	64	64		Replacement (Comparative Information) Form
Term Arkansas	6486-STD	6486-STD%20.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	65	65		Important Notice: Replacement of Life Insurance or Annuities
Term Arkansas	6491	6491%204-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	66	66		Application Submittal Checklist
Term Arkansas	6500	6500.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	67	67		Military Supplement to Application
Term Arkansas	6501	6501.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	68	68		Application Overflow Page
Term Arkansas	9302	9302%201-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	69	69		Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.
Term Arkansas	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	70	70		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Arkansas	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	71	71		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Arkansas	W-8BEN	Form%20W-8BEN.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	72	72		FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals
Term Arkansas	W-8ECI	Form%20W-8ECI.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	73	73		FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities
Term California	1597-I	1597-I%2011-04x.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	74	74		Life Insurance Buyer's Guide For use in all states except AL, NM, & UT
Term California	2946-D	2946-D.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	75	75		Lifetime Advantage Acceptance & Disclosure Statement
Term California	3066	3066%208-14.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	76	76		Surrender Request Form (Internal Replacement) Form 3066
Term California	3068	3068%209-14fix.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	77	77		Corporate Authorization Form and Idemnification Agreement
Term California	4030	4030%20Rev.%20712.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	78	78		Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.
Term California	4035-TIA	4035-TIA%208-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	79	79		Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13
Term California	6230	6230.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	80	80		Companion Case Transmittal
Term California	6237	6237%206-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	81	81		List Billing Transmittal
Term California	6241	6241.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	82	82		Questionnaire: Foreign Residence and Travel
Term California	6404-CA	6404-CA%20REV%202-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	83	83		HIV Testing Informed Consent Form 6404-NIH should accompany this form
Term California	6404-NIH	6404-NIH%207-08.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	84	84		HIV Infection and AIDS: An Overview
Term California	6405-CA-A-ON	6405-CA-A-ON.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	85	85		Important Notice to California Residents Age 65 or Older - (All Sales) Form 6405-CA-A-ON
Term California	6405-CA-B-ON	6405-CA-B-ON.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	86	86		Important Notice to California Residents Age 65 or Older - (All IN Home Sales) Form 6405-CA-B-ON
Term California	6415	6415%20Rev.%20614.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	87	87		USA PATRIOT Act Compliance Form Per federal regulations, complete for each Annuitant/Insured; and if different than the 
Term California	6420-CA	6420-CA.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	88	88		Life Insurance Application For use in CA
Term California	6437	6437%2010-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	89	89		Trustee Certification
Term California	6486A-CA	6486A-CA.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	90	90		Important Notice Regarding Replacement of Life Insurance For use when existing and proposed contracts are written by different companies
Term California	6486B-CA	6486B-CA.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	91	91		Important Notice Regarding Replacement of Life Insurance For use when existing and proposed contracts are written by the same company
Term California	6487	6487.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	92	92		Client Replacement Information Form (CRIF)
Term California	6491	6491%204-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	93	93		Application Submittal Checklist
Term California	6500	6500.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	94	94		Military Supplement to Application
Term California	6501	6501.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	95	95		Application Overflow Page
Term California	9302	9302%201-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	96	96		Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.
Term California	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	97	97		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term California	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	98	98		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term California	W-8BEN	Form%20W-8BEN.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	99	99		FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals
Term California	W-8ECI	Form%20W-8ECI.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	100	100		FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities
Term Colorado	1597-I	1597-I%2011-04x.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	101	101		Life Insurance Buyer's Guide For use in all states except AL, NM, & UT
Term Colorado	2946-D	2946-D.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	102	102		Lifetime Advantage Acceptance & Disclosure Statement
Term Colorado	3066	3066%208-14.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	103	103		Surrender Request Form (Internal Replacement) Form 3066
Term Colorado	3068	3068%209-14fix.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	104	104		Corporate Authorization Form and Idemnification Agreement
Term Colorado	4030	4030%20Rev.%20712.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	105	105		Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.
Term Colorado	4035-TIA	4035-TIA%208-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	106	106		Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13
Term Colorado	6230	6230.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	107	107		Companion Case Transmittal
Term Colorado	6237	6237%206-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	108	108		List Billing Transmittal
Term Colorado	6241	6241.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	109	109		Questionnaire: Foreign Residence and Travel
Term Colorado	6404	6404-NIH%207-08.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	110	110		HIV Testing Informed Consent
Term Colorado	6404	6404-NIH%207-08.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	111	111		HIV Testing Informed Consent
Term Colorado	6404	6404.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	112	112		HIV Testing Informed Consent
Term Colorado	6415	6415%20Rev.%20614.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	113	113		USA PATRIOT Act Compliance Form Per federal regulations, complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.
Term Colorado	6420	6420.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	114	114		Life Insurance Application For use in CO, ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
Term Colorado	6437	6437%2010-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	115	115		Trustee Certification
Term Colorado	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	116	116		Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.
Term Colorado	6486-STD	6486-STD%20.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	117	117		Important Notice: Replacement of Life Insurance or Annuities
Term Colorado	6491	6491%204-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	118	118		Application Submittal Checklist
Term Colorado	6500	6500.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	119	119		Military Supplement to Application
Term Colorado	6501	6501.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	120	120		Application Overflow Page
Term Colorado	9302	9302%201-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	121	121		Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.
Term Colorado	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	122	122		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Colorado	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	123	123		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Colorado	W-8BEN	Form%20W-8BEN.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	124	124		FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals
Term Colorado	W-8ECI	Form%20W-8ECI.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	125	125		FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities
Term Connecticut	1597-I	1597-I%2011-04x.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	126	126		Life Insurance Buyer's Guide For use in all states except AL, NM, & UT
Term Connecticut	3066	3066%208-14.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	127	127		Surrender Request Form (Internal Replacement) Form 3066
Term Connecticut	3068	3068%209-14fix.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	128	128		Corporate Authorization Form and Idemnification Agreement
Term Connecticut	4030	4030%20Rev.%20712.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	129	129		Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.
Term Connecticut	4035-TIA	4035-TIA%208-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	130	130		Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13
Term Connecticut	6230	6230.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	131	131		Companion Case Transmittal
Term Connecticut	6237	6237%206-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	132	132		List Billing Transmittal
Term Connecticut	6241	6241.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	133	133		Questionnaire: Foreign Residence and Travel
Term Connecticut	6404-CT	6404-CT.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	134	134		HIV Testing Informed Consent
Term Connecticut	6415	6415%20Rev.%20614.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	135	135		USA PATRIOT Act Compliance Form Per federal regulations, complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.
Term Connecticut	6420-CT	6420-CT.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	136	136		Life Insurance Application For use in CT
Term Connecticut	6437	6437%2010-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	137	137		Trustee Certification
Term Connecticut	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	138	138		Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.
Term Connecticut	6486-STD	6486-STD%20.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	139	139		Important Notice: Replacement of Life Insurance or Annuities
Term Connecticut	6491	6491%204-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	140	140		Application Submittal Checklist
Term Connecticut	6500	6500.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	141	141		Military Supplement to Application
Term Connecticut	6501	6501.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	142	142		Application Overflow Page
Term Connecticut	9302	9302%201-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	143	143		Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.
Term Connecticut	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	144	144		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Connecticut	W-8BEN-E	Form%20W-8BEN-E.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	145	145		FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities
Term Connecticut	W-8BEN	Form%20W-8BEN.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	146	146		FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals
Term Connecticut	W-8ECI	Form%20W-8ECI.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	147	147		FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities
Term Delaware	1597-I	1597-I%2011-04x.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	148	148		Life Insurance Buyer's Guide For use in all states except AL, NM, & UT
Term Delaware	2946-D	2946-D.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	149	149		Lifetime Advantage Acceptance & Disclosure Statement
Term Delaware	3066	3066%208-14.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	150	150		Surrender Request Form (Internal Replacement) Form 3066
Term Delaware	3068	3068%209-14fix.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	151	151		Corporate Authorization Form and Idemnification Agreement
Term Delaware	4030	4030%20Rev.%20712.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	152	152		Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.
Term Delaware	4035-TIA	4035-TIA%208-13.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	153	153		Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13
Term Delaware	6230	6230.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	154	154		Companion Case Transmittal
Term Delaware	6237	6237%206-12.pdf	TRUE 		FALSE 	TRUE 	FALSE 	TRUE 	155	155		List Billing Transmittal
